hltm_topic_id,hltm_label,bertopic_id,bertopic_label,overlap_count,overlap_ids,matched_topic_size,overlap_ratio_over_hltm,overlap_ratio_over_bertopic
Z22,Viral Latino Coach and Podcast Features,36,Topic 36: Officer Meijii Yoshimi and the Onoda Incident,6,"['206', '290', '2345', '1844', '2267', '1224']",34,0.04411764705882353,0.17647058823529413
Z22,Viral Latino Coach and Podcast Features,37,Topic 37: Masculine and Feminine Energy in Writing,3,"['1027', '1029', '538']",44,0.022058823529411766,0.06818181818181818
Z22,Viral Latino Coach and Podcast Features,38,Topic 38: Basilicas and Cathedrals in the Philippines,2,"['1890', '855']",42,0.014705882352941176,0.047619047619047616
Z22,Viral Latino Coach and Podcast Features,40,Topic 40: Largest Solar Power Projects in Manila / Southeast Asia,2,"['2280', '1288']",49,0.014705882352941176,0.04081632653061224
Z22,Viral Latino Coach and Podcast Features,43,Topic 43: Trip to a Beach Destination,1,['2479'],69,0.007352941176470588,0.014492753623188406
Z22,Viral Latino Coach and Podcast Features,47,Topic 47: Singing and Dancing Stars,25,"['1425', '2025', '988', '1288', '2280', '1115', '132', '206', '2515', '538', '1946', '426', '1918', '479', '1029', '2468', '2305', '1621', '498', '1242', '2369', '1637', '315', '2644', '2504']",99,0.18382352941176472,0.25252525252525254
Z22,Viral Latino Coach and Podcast Features,48,Topic 48: Friendships,8,"['2182', '2345', '1621', '1639', '910', '2479', '315', '783']",47,0.058823529411764705,0.1702127659574468
Z22,Viral Latino Coach and Podcast Features,49,"Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ",10,"['1397', '589', '2542', '671', '498', '1949', '2468', '2313', '1386', '1954']",48,0.07352941176470588,0.20833333333333334
Z22,Viral Latino Coach and Podcast Features,50,Topic 50: LGBTQIA Community,1,['37'],36,0.007352941176470588,0.027777777777777776
Z22,Viral Latino Coach and Podcast Features,52,Topic 52: Poverty Porn Content in YouTube,1,['2025'],40,0.007352941176470588,0.025
Z22,Viral Latino Coach and Podcast Features,54,Topic 54: Manila Cathedral,4,"['811', '1896', '536', '327']",67,0.029411764705882353,0.05970149253731343
Z22,Viral Latino Coach and Podcast Features,56,Topic 56: Suspension of Classes in Schools,2,"['1511', '577']",34,0.014705882352941176,0.058823529411764705
Z22,Viral Latino Coach and Podcast Features,57,Topic 57: Filipino Marriage,2,"['1584', '246']",32,0.014705882352941176,0.0625
Z22,Viral Latino Coach and Podcast Features,59,Topic 59: Rainy Season,1,['2242'],83,0.007352941176470588,0.012048192771084338
Z22,Viral Latino Coach and Podcast Features,60,Topic 60: Louis Huang (Internation Actor),5,"['589', '1757', '1389', '1844', '1786']",40,0.03676470588235294,0.125
Z22,Viral Latino Coach and Podcast Features,62,Topic 62: Filipino Food,2,"['132', '1946']",45,0.014705882352941176,0.044444444444444446
Z22,Viral Latino Coach and Podcast Features,63,Topic 63: Filipino Food,3,"['887', '1288', '2381']",56,0.022058823529411766,0.05357142857142857
Z22,Viral Latino Coach and Podcast Features,64,"Topic 64: Bonifacio Global City, Taguig, Metro Manila",1,['1224'],94,0.007352941176470588,0.010638297872340425
Z22,Viral Latino Coach and Podcast Features,65,Topic 65: Satisfying Hunger with Delicious Food,4,"['1973', '153', '1386', '2453']",96,0.029411764705882353,0.041666666666666664
Z22,Viral Latino Coach and Podcast Features,66,Topic 66: Pinay Moms Content and Viewer Engagement ,1,['2261'],91,0.007352941176470588,0.01098901098901099
Z22,Viral Latino Coach and Podcast Features,67,Topic 67: Language Education and Learning Experiences,3,"['1511', '315', '2369']",30,0.022058823529411766,0.1
Z22,Viral Latino Coach and Podcast Features,68,Topic 68: Children's Lives and Relationships ,5,"['2182', '759', '1242', '1027', '2267']",48,0.03676470588235294,0.10416666666666667
Z22,Viral Latino Coach and Podcast Features,71,Topic 71: Dog Losing / Being Lost,2,"['427', '2515']",36,0.014705882352941176,0.05555555555555555
Z22,Viral Latino Coach and Podcast Features,72,Topic 72: Watching Kwentong Jollibee Commercial,3,"['2313', '1200', '153']",90,0.022058823529411766,0.03333333333333333
Z22,Viral Latino Coach and Podcast Features,74,Topic 74: Philippine Beauty Pageant & Miss Universe,7,"['1425', '2515', '479', '1200', '1946', '2453', '367']",51,0.051470588235294115,0.13725490196078433
Z22,Viral Latino Coach and Podcast Features,75,Topic 75: Internet Connectivity in Tourist Destinations,1,['427'],48,0.007352941176470588,0.020833333333333332
Z22,Viral Latino Coach and Podcast Features,77,Topic 77: Rizal Park Monument & Manila Cemetery,1,['1288'],32,0.007352941176470588,0.03125
Z22,Viral Latino Coach and Podcast Features,78,Topic 78: Funny Conversations and Socializing ft. Bob Marley,4,"['1783', '2019', '2611', '321']",47,0.029411764705882353,0.0851063829787234
Z22,Viral Latino Coach and Podcast Features,81,Topic 81: Coconut Varieties and Production,3,"['2182', '1844', '1389']",61,0.022058823529411766,0.04918032786885246
Z22,Viral Latino Coach and Podcast Features,82,Topic 82: Skin Color & Beauty,3,"['1899', '105', '2139']",33,0.022058823529411766,0.09090909090909091
Z22,Viral Latino Coach and Podcast Features,83,Topic 83: Building Materials and Tools for Construction,1,['1832'],47,0.007352941176470588,0.02127659574468085
Z22,Viral Latino Coach and Podcast Features,86,Topic 86: Characteristics of Filipinas from Davao,5,"['246', '855', '337', '1954', '1832']",50,0.03676470588235294,0.1
Z22,Viral Latino Coach and Podcast Features,88,Topic 88: Squarespace and Online Content Creation ,3,"['1265', '721', '1791']",35,0.022058823529411766,0.08571428571428572
Z22,Viral Latino Coach and Podcast Features,90,Topic 90: Experiences of a First Time Traveler,1,['1104'],60,0.007352941176470588,0.016666666666666666
Z22,Viral Latino Coach and Podcast Features,95,Topic 95: Filipino Moms doing a Vlog,2,"['1572', '2453']",58,0.014705882352941176,0.034482758620689655
Z22,Viral Latino Coach and Podcast Features,97,Topic 97: HipHop and Dancing,2,"['2280', '1675']",37,0.014705882352941176,0.05405405405405406
Z22,Viral Latino Coach and Podcast Features,98,"Topic 98: Activities and Discussions in Morong, Bataan ",8,"['1265', '1973', '867', '2190', '37', '1791', '1729', '2504']",58,0.058823529411764705,0.13793103448275862
Z22,Viral Latino Coach and Podcast Features,99,Topic 99: Cow & Farm Life,4,"['290', '671', '1200', '855']",48,0.029411764705882353,0.08333333333333333
Z22,Viral Latino Coach and Podcast Features,102,Topic 102: Friendships,6,"['494', '1389', '1844', '2363', '2267', '315']",51,0.04411764705882353,0.11764705882352941
Z22,Viral Latino Coach and Podcast Features,103,"Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture ",3,"['1973', '1587', '1348']",56,0.022058823529411766,0.05357142857142857
Z22,Viral Latino Coach and Podcast Features,104,Topic 104: Singing of Songs,14,"['2676', '2182', '759', '321', '1675', '2302', '711', '1029', '1791', '1386', '2381', '2479', '2267', '514']",71,0.10294117647058823,0.19718309859154928
Z22,Viral Latino Coach and Podcast Features,109,Topic 109: Mango Fruit,5,"['1918', '2345', '153', '1735', '2479']",63,0.03676470588235294,0.07936507936507936
Z22,Viral Latino Coach and Podcast Features,111,Topic 111: Urban Legends and its Variations,1,['1104'],38,0.007352941176470588,0.02631578947368421
Z22,Viral Latino Coach and Podcast Features,113,Topic 113: Luxury Cars in BGC,1,['1735'],48,0.007352941176470588,0.020833333333333332
Z22,Viral Latino Coach and Podcast Features,114,"Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots ",1,['1246'],51,0.007352941176470588,0.0196078431372549
Z22,Viral Latino Coach and Podcast Features,115,Topic 115: Bicycle & Tricycle Rental,1,['1639'],59,0.007352941176470588,0.01694915254237288
Z22,Viral Latino Coach and Podcast Features,117,Topic 117: Filipino Phrases,4,"['1288', '494', '1869', '1786']",48,0.029411764705882353,0.08333333333333333
Z22,Viral Latino Coach and Podcast Features,118,Topic 118: Mommy and Baby's Morning Events ,1,['1675'],63,0.007352941176470588,0.015873015873015872
Z22,Viral Latino Coach and Podcast Features,120,Topic 120: Winning Games and Excitement ,6,"['321', '1621', '2542', '1389', '2369', '1386']",82,0.04411764705882353,0.07317073170731707
Z1174,Emotional Resilience,1,Topic 1: Learning and Speaking Foreign Language,19,"['1073', '2381', '1695', '1486', '1143', '1109', '1931', '816', '1704', '855', '664', '749', '2382', '2122', '1989', '2408', '1839', '1473', '405']",258,0.07196969696969698,0.07364341085271318
Z1174,Emotional Resilience,2,Topic 2: Christmas Season & Celebration,26,"['88', '138', '1007', '2390', '1262', '2559', '926', '1305', '2156', '1143', '2126', '497', '19', '2409', '270', '218', '399', '5', '2359', '324', '1612', '1033', '1099', '1631', '237', '296']",205,0.09848484848484848,0.12682926829268293
Z1174,Emotional Resilience,3,Topic 3: Experiences of Children in Community & Culture,24,"['2087', '452', '1073', '1114', '1150', '1338', '282', '2065', '815', '760', '2125', '1465', '855', '2382', '1321', '1222', '1367', '1017', '1033', '2250', '2238', '1639', '1720', '1177']",149,0.09090909090909091,0.1610738255033557
Z1174,Emotional Resilience,4,"Topic 4: Military Assets, Combat, Strategies",12,"['1595', '1373', '1465', '2130', '245', '1742', '382', '826', '1344', '1970', '2279', '2165']",47,0.045454545454545456,0.2553191489361702
Z1174,Emotional Resilience,5,Topic 5: Barber Services,10,"['1938', '1980', '2069', '1007', '1612', '1134', '399', '2267', '76', '140']",93,0.03787878787878788,0.10752688172043011
Z1174,Emotional Resilience,6,Topic 6: Wildlife Species & Conservation,11,"['499', '1388', '2108', '255', '1061', '1682', '2053', '243', '237', '1663', '86']",49,0.041666666666666664,0.22448979591836735
Z1174,Emotional Resilience,7,Topic 7: Makeup Products and Application,5,"['452', '2382', '970', '19', '199']",95,0.01893939393939394,0.05263157894736842
Z1174,Emotional Resilience,8,Topic 8: Philippines’ Dating & Relationship of Females,8,"['174', '88', '760', '1017', '185', '1099', '1957', '2065']",98,0.030303030303030304,0.08163265306122448
Z1174,Emotional Resilience,9,Topic 9: Travel to Taiwan & Destinations,5,"['730', '308', '1386', '1338', '1292']",68,0.01893939393939394,0.07352941176470588
Z1174,Emotional Resilience,10,Topic 10: Swimming with Whale Sharks ,9,"['1388', '2053', '1109', '430', '968', '54', '1663', '2382', '232']",110,0.03409090909090909,0.08181818181818182
Z1174,Emotional Resilience,11,Topic 11:  Black Experiences and Acceptance,9,"['1825', '937', '452', '1619', '373', '2485', '2038', '1803', '1600']",59,0.03409090909090909,0.15254237288135594
Z1174,Emotional Resilience,12,Topic 12: Drinking Culture & Practices,5,"['1222', '1057', '1682', '2091', '2122']",42,0.01893939393939394,0.11904761904761904
Z1174,Emotional Resilience,13,Topic 13: Balut and other Eggs,11,"['1554', '2291', '1612', '1033', '1755', '1295', '237', '243', '1361', '970', '2408']",94,0.041666666666666664,0.11702127659574468
Z1174,Emotional Resilience,14,Topic 14: Spanish Colonialism in the Philippines,6,"['2069', '94', '2178', '2408', '232', '1695']",55,0.022727272727272728,0.10909090909090909
Z1174,Emotional Resilience,15,Topic 15: Walking by the Beach Experience,15,"['1292', '324', '307', '88', '2023', '270', '2611', '247', '1803', '664', '1639', '967', '1338', '2125', '2165']",209,0.056818181818181816,0.07177033492822966
Z1174,Emotional Resilience,17,Topic 17: Filipino Partner & Tourist Visas,4,"['121', '664', '1478', '2065']",47,0.015151515151515152,0.0851063829787234
Z1174,Emotional Resilience,18,Topic 18: Sagada Burial Caves & Hanging Coffins,2,"['1991', '1321']",50,0.007575757575757576,0.04
Z1174,Emotional Resilience,19,Topic 19: Philippine Halo-Halo Dessert,15,"['1638', '2121', '2248', '493', '1704', '1109', '1349', '968', '1095', '1386', '1478', '25', '970', '866', '1175']",228,0.056818181818181816,0.06578947368421052
Z1174,Emotional Resilience,20,Topic 20: Travel Immigration & Visa Processes,5,"['591', '185', '1338', '1357', '212']",68,0.01893939393939394,0.07352941176470588
Z1174,Emotional Resilience,21,Topic 21: Banaue Rice Terraces,7,"['307', '2069', '1073', '1162', '2126', '1803', '1894']",63,0.026515151515151516,0.1111111111111111
Z1174,Emotional Resilience,23,Topic 23: Seasons and Weather ,8,"['1162', '2567', '1830', '1109', '1742', '1803', '1861', '1357']",72,0.030303030303030304,0.1111111111111111
Z1174,Emotional Resilience,24,Topic 24: Manny Pacquaio (National Icon),5,"['823', '2416', '1320', '2238', '1473']",55,0.01893939393939394,0.09090909090909091
Z1174,Emotional Resilience,26,Topic 26: Local Coffee and Coffee Shops,4,"['1868', '1109', '1134', '1755']",87,0.015151515151515152,0.04597701149425287
Z1174,Emotional Resilience,27,Topic 27: Listening & Watching Loved Ones Depart ,7,"['1886', '1057', '2451', '1150', '771', '1600', '1931']",54,0.026515151515151516,0.12962962962962962
Z1174,Emotional Resilience,28,Topic 28: Mixed Martial Arts and Fighting ,7,"['449', '1163', '2130', '1805', '855', '2438', '232']",35,0.026515151515151516,0.2
Z1174,Emotional Resilience,29,Topic 29: Medical Diagnostics & Hospital Services ,7,"['1825', '965', '1631', '1803', '1957', '970', '140']",51,0.026515151515151516,0.13725490196078433
Z1174,Emotional Resilience,30,Topic 30: Wealthy & Rich Tourists Travelling,3,"['1631', '185', '212']",49,0.011363636363636364,0.061224489795918366
Z1174,Emotional Resilience,31,Topic 31: Severe Weather & Life in Storm-Prone Regions ,2,"['1357', '527']",40,0.007575757575757576,0.05
Z1174,Emotional Resilience,32,Topic 32: Dogs,1,['1292'],53,0.003787878787878788,0.018867924528301886
Z1174,Emotional Resilience,33,Topic 33: San Miguel Corporation,3,"['1344', '2125', '255']",33,0.011363636363636364,0.09090909090909091
Z1174,Emotional Resilience,34,Topic 34: Squid,11,"['415', '937', '229', '1678', '2156', '2484', '1320', '1095', '41', '2547', '837']",130,0.041666666666666664,0.08461538461538462
Z1174,Emotional Resilience,36,Topic 36: Officer Meijii Yoshimi and the Onoda Incident,2,"['90', '2267']",34,0.007575757575757576,0.058823529411764705
Z1174,Emotional Resilience,37,Topic 37: Masculine and Feminine Energy in Writing,5,"['648', '1742', '1150', '2075', '1894']",44,0.01893939393939394,0.11363636363636363
Z1174,Emotional Resilience,38,Topic 38: Basilicas and Cathedrals in the Philippines,5,"['2023', '1092', '2126', '855', '237']",42,0.01893939393939394,0.11904761904761904
Z1174,Emotional Resilience,40,Topic 40: Largest Solar Power Projects in Manila / Southeast Asia,7,"['1543', '1619', '237', '1631', '199', '1321', '2065']",49,0.026515151515151516,0.14285714285714285
Z1174,Emotional Resilience,43,Topic 43: Trip to a Beach Destination,5,"['2023', '2091', '1720', '1338', '1931']",69,0.01893939393939394,0.07246376811594203
Z1174,Emotional Resilience,44,Topic 44: Dating & Relationships Setup,3,"['2091', '1321', '1720']",39,0.011363636363636364,0.07692307692307693
Z1174,Emotional Resilience,45,Topic 45: Virtual Private Networks (VPNs) and Online Security,7,"['591', '2023', '1114', '1631', '2443', '2359', '212']",44,0.026515151515151516,0.1590909090909091
Z1174,Emotional Resilience,46,Topic 46: National Flag,3,"['373', '94', '1695']",30,0.011363636363636364,0.1
Z1174,Emotional Resilience,47,Topic 47: Singing and Dancing Stars,10,"['1886', '1425', '1958', '1134', '1946', '2369', '1473', '25', '460', '2504']",99,0.03787878787878788,0.10101010101010101
Z1174,Emotional Resilience,48,Topic 48: Friendships,7,"['1503', '1150', '1639', '2227', '212', '783', '1931']",47,0.026515151515151516,0.14893617021276595
Z1174,Emotional Resilience,49,"Topic 49: Bibingka, Bisaya Language, and Personal Anecdotes ",6,"['2091', '1099', '2313', '749', '1386', '2065']",48,0.022727272727272728,0.125
Z1174,Emotional Resilience,50,Topic 50: LGBTQIA Community,4,"['1503', '2238', '1114', '2141']",36,0.015151515151515152,0.1111111111111111
Z1174,Emotional Resilience,52,Topic 52: Poverty Porn Content in YouTube,7,"['499', '1465', '648', '1262', '43', '1604', '837']",40,0.026515151515151516,0.175
Z1174,Emotional Resilience,54,Topic 54: Manila Cathedral,3,"['308', '1896', '1092']",67,0.011363636363636364,0.04477611940298507
Z1174,Emotional Resilience,56,Topic 56: Suspension of Classes in Schools,3,"['1631', '1465', '1073']",34,0.011363636363636364,0.08823529411764706
Z1174,Emotional Resilience,57,Topic 57: Filipino Marriage,8,"['138', '2087', '965', '1338', '2125', '2227', '1950', '2012']",32,0.030303030303030304,0.25
Z1174,Emotional Resilience,58,Topic 58: Drinks & Relaxation by the Pool,6,"['52', '1868', '2087', '2697', '1738', '399']",51,0.022727272727272728,0.11764705882352941
Z1174,Emotional Resilience,59,Topic 59: Rainy Season,7,"['1543', '1346', '2126', '583', '54', '967', '1177']",83,0.026515151515151516,0.08433734939759036
Z1174,Emotional Resilience,60,Topic 60: Louis Huang (Internation Actor),2,"['1757', '1861']",40,0.007575757575757576,0.05
Z1174,Emotional Resilience,61,Topic 61: Visa & Bureau of Immigration,2,"['788', '2023']",33,0.007575757575757576,0.06060606060606061
Z1174,Emotional Resilience,62,Topic 62: Filipino Food,2,"['1980', '1946']",45,0.007575757575757576,0.044444444444444446
Z1174,Emotional Resilience,63,Topic 63: Filipino Food,4,"['523', '937', '260', '2381']",56,0.015151515151515152,0.07142857142857142
Z1174,Emotional Resilience,64,"Topic 64: Bonifacio Global City, Taguig, Metro Manila",7,"['1388', '1682', '2053', '2693', '243', '308', '1663']",94,0.026515151515151516,0.07446808510638298
Z1174,Emotional Resilience,65,Topic 65: Satisfying Hunger with Delicious Food,12,"['1305', '2291', '1973', '71', '1262', '497', '2178', '260', '1386', '2408', '926', '527']",96,0.045454545454545456,0.125
Z1174,Emotional Resilience,66,Topic 66: Pinay Moms Content and Viewer Engagement ,5,"['760', '1073', '1720', '2382', '1357']",91,0.01893939393939394,0.054945054945054944
Z1174,Emotional Resilience,67,Topic 67: Language Education and Learning Experiences,7,"['828', '307', '91', '2126', '2038', '2369', '1292']",30,0.026515151515151516,0.23333333333333334
Z1174,Emotional Resilience,68,Topic 68: Children's Lives and Relationships ,6,"['759', '255', '493', '523', '1320', '2267']",48,0.022727272727272728,0.125
Z1174,Emotional Resilience,69,Topic 69: Athletes Playing Racket Sports,2,"['86', '1464']",30,0.007575757575757576,0.06666666666666667
Z1174,Emotional Resilience,71,Topic 71: Dog Losing / Being Lost,3,"['1099', '136', '1320']",36,0.011363636363636364,0.08333333333333333
Z1174,Emotional Resilience,72,Topic 72: Watching Kwentong Jollibee Commercial,10,"['1638', '2023', '2291', '2678', '1344', '2313', '362', '1473', '2677', '1175']",90,0.03787878787878788,0.1111111111111111
Z1174,Emotional Resilience,73,Topic 73: Chinatown Manila,1,['2567'],59,0.003787878787878788,0.01694915254237288
Z1174,Emotional Resilience,74,Topic 74: Philippine Beauty Pageant & Miss Universe,6,"['1425', '1109', '1946', '237', '747', '2677']",51,0.022727272727272728,0.11764705882352941
Z1174,Emotional Resilience,75,Topic 75: Internet Connectivity in Tourist Destinations,3,"['2126', '764', '255']",48,0.011363636363636364,0.0625
Z1174,Emotional Resilience,77,Topic 77: Rizal Park Monument & Manila Cemetery,2,"['199', '1134']",32,0.007575757575757576,0.0625
Z1174,Emotional Resilience,78,Topic 78: Funny Conversations and Socializing ft. Bob Marley,3,"['2611', '970', '1619']",47,0.011363636363636364,0.06382978723404255
Z1174,Emotional Resilience,80,Topic 80: Filipino Marriage Tradition,2,"['1057', '2087']",36,0.007575757575757576,0.05555555555555555
Z1174,Emotional Resilience,81,Topic 81: Coconut Varieties and Production,5,"['1825', '2656', '1742', '2075', '2559']",61,0.01893939393939394,0.08196721311475409
Z1174,Emotional Resilience,82,Topic 82: Skin Color & Beauty,4,"['1975', '105', '1742', '2238']",33,0.015151515151515152,0.12121212121212122
Z1174,Emotional Resilience,83,Topic 83: Building Materials and Tools for Construction,3,"['2681', '2545', '270']",47,0.011363636363636364,0.06382978723404255
Z1174,Emotional Resilience,85,Topic 85: University and Campuses,1,['2236'],37,0.003787878787878788,0.02702702702702703
Z1174,Emotional Resilience,86,Topic 86: Characteristics of Filipinas from Davao,5,"['91', '855', '2547', '1321', '1931']",50,0.01893939393939394,0.1
Z1174,Emotional Resilience,88,Topic 88: Squarespace and Online Content Creation ,1,['1265'],35,0.003787878787878788,0.02857142857142857
Z1174,Emotional Resilience,89,Topic 89: Mango Fruit,5,"['937', '229', '1678', '1964', '2065']",63,0.01893939393939394,0.07936507936507936
Z1174,Emotional Resilience,90,Topic 90: Experiences of a First Time Traveler,4,"['2125', '1104', '1543', '1073']",60,0.015151515151515152,0.06666666666666667
Z1174,Emotional Resilience,91,Topic 91: Metro Manila as the National Capital Region,5,"['91', '2023', '308', '2075', '232']",53,0.01893939393939394,0.09433962264150944
Z1174,Emotional Resilience,92,Topic 92: Going to Shopping Malls and Street Markets in Manila,3,"['1503', '454', '1678']",56,0.011363636363636364,0.05357142857142857
Z1174,Emotional Resilience,93,Topic 93: Island and Beach Travel Experiences,6,"['138', '2121', '255', '1958', '664', '1604']",68,0.022727272727272728,0.08823529411764706
Z1174,Emotional Resilience,94,Topic 94: Friendly and Romantic Relationships ,9,"['576', '1150', '2038', '1794', '1957', '1412', '1631', '2471', '1357']",33,0.03409090909090909,0.2727272727272727
Z1174,Emotional Resilience,95,Topic 95: Filipino Moms doing a Vlog,4,"['2174', '1114', '760', '1964']",58,0.015151515151515152,0.06896551724137931
Z1174,Emotional Resilience,97,Topic 97: HipHop and Dancing,3,"['52', '2567', '94']",37,0.011363636363636364,0.08108108108108109
Z1174,Emotional Resilience,98,"Topic 98: Activities and Discussions in Morong, Bataan ",7,"['1057', '1265', '1465', '1973', '1964', '1950', '2504']",58,0.026515151515151516,0.1206896551724138
Z1174,Emotional Resilience,99,Topic 99: Cow & Farm Life,5,"['2141', '1346', '1262', '855', '1720']",48,0.01893939393939394,0.10416666666666667
Z1174,Emotional Resilience,101,Topic 101: Korean Presence and Community in Mindanao,3,"['1162', '1659', '1931']",33,0.011363636363636364,0.09090909090909091
Z1174,Emotional Resilience,102,Topic 102: Friendships,8,"['88', '1465', '1073', '1631', '911', '2293', '2267', '76']",51,0.030303030303030304,0.1568627450980392
Z1174,Emotional Resilience,103,"Topic 103: Mixture of Subjects: Jungle, Food, and Pop Culture ",6,"['1868', '1373', '1073', '1973', '1320', '460']",56,0.022727272727272728,0.10714285714285714
Z1174,Emotional Resilience,104,Topic 104: Singing of Songs,12,"['88', '759', '91', '1742', '583', '2238', '1839', '2471', '1386', '2381', '1473', '2267']",71,0.045454545454545456,0.16901408450704225
Z1174,Emotional Resilience,105,Topic 105: Unclear Repeated Terms,6,"['2681', '71', '642', '2545', '54', '1964']",50,0.022727272727272728,0.12
Z1174,Emotional Resilience,106,Topic 106: Chocolate Hills in Bohol,6,"['1825', '2697', '2567', '247', '260', '2547']",60,0.022727272727272728,0.1
Z1174,Emotional Resilience,107,Topic 107: Unclear Repeated Terms,2,"['1305', '1659']",31,0.007575757575757576,0.06451612903225806
Z1174,Emotional Resilience,109,Topic 109: Mango Fruit,13,"['541', '828', '982', '229', '2606', '2693', '2443', '1095', '1608', '136', '25', '1989', '1177']",63,0.04924242424242424,0.20634920634920634
Z1174,Emotional Resilience,110,Topic 110: Experiencing Culture Shock,5,"['1503', '1346', '2438', '666', '1931']",51,0.01893939393939394,0.09803921568627451
Z1174,Emotional Resilience,111,Topic 111: Urban Legends and its Variations,4,"['52', '2141', '1104', '94']",38,0.015151515151515152,0.10526315789473684
Z1174,Emotional Resilience,113,Topic 113: Luxury Cars in BGC,3,"['1099', '1991', '1320']",48,0.011363636363636364,0.0625
