Video Id,Video Title,Link,BERTopic Topics
-1B7cVoZr1c,Marine reacts to the Philippine Light Reaction Regiment (LRR),https://www.youtube.com/watch?v=-1B7cVoZr1c,"Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (100.00%)
"
-9bfDHHneyU,SHOWING MY SISTER SB19 'GENTO' Music Video,https://www.youtube.com/watch?v=-9bfDHHneyU,"Topic 0: sing song, song sing, (Singing and Songs) (66.67%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (33.33%)
"
-C5iB25BRsA,10 Reasons/Do not Retire TO the Philippines/Moving to the Philippines/Philippine/Dumaguete,https://www.youtube.com/watch?v=-C5iB25BRsA,"Topic 8: food philippines, food filipino, (Filipino Food) (9.09%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (54.55%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (9.09%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (9.09%)

Topic 107: hospital walks, hospital walks (Hospitals and Medical Care) (9.09%)

Topic 111: largest species shark, whale (Whale Sharks in Philippine Waters) (9.09%)
"
-GVbt3qdq70,Christmas is NEXT LEVEL in the Philippines | Latinos react to Viral Filipino Singing TikToks,https://www.youtube.com/watch?v=-GVbt3qdq70,"Topic 0: sing song, song sing, (Singing and Songs) (16.67%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (33.33%)

Topic 12: happy birthday happy, happy (Happy Birthday) (16.67%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (16.67%)

Topic 74: christmas tree, christmas spirit, (Christmas Tree and Spirit) (16.67%)
"
-JTkbbE_KP4,RAPSTAR REACTION! FLOW G is the FILIPINO DRAKE!,https://www.youtube.com/watch?v=-JTkbbE_KP4,
-JlBNKlG3Yw,Port Barton in the Philippines: Foreigners first impressions - Where are the tourists?!?!,https://www.youtube.com/watch?v=-JlBNKlG3Yw,"Topic 0: sing song, song sing, (Singing and Songs) (14.29%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (14.29%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (28.57%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (14.29%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (14.29%)

Topic 87: mayon volcano, volcano, beautiful (Mayon Volcano and Scenery) (14.29%)
"
-KHOXPq_M-Q,Philippines VS. Thailand - 7 BIG differences (Girlfriend Experience!),https://www.youtube.com/watch?v=-KHOXPq_M-Q,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (9.09%)

Topic 8: food philippines, food filipino, (Filipino Food) (9.09%)

Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (18.18%)

Topic 19: dating filipino, filipino dating, (Filipino Dating and Women) (18.18%)

Topic 20: philippines, philippine, filipinos, filipino, (The Philippines and Spanish Colonization ) (9.09%)

Topic 32: solar philippines, philippines, foreign (Solar Power in the Philippines) (18.18%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (9.09%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (9.09%)
"
-NkPxyvAqzA,Why Americans Love Filipino Culture,https://www.youtube.com/watch?v=-NkPxyvAqzA,"Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (76.47%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (11.76%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (5.88%)

Topic 111: largest species shark, whale (Whale Sharks in Philippine Waters) (5.88%)
"
-O-ZnlGZq-4,What's It Like Living In The Philippines? 🇵🇭 | Foreigner's Perspective,https://www.youtube.com/watch?v=-O-ZnlGZq-4,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (12.50%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (12.50%)

Topic 59: feel foreigners philippines, philippines (Foreigners' Feelings About the Philippines) (12.50%)

Topic 66: filipinos, philippines philippines, philippines (The Philippines) (25.00%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (37.50%)
"
-P_7E7gq6vs,Foreigner cooks Filipino pork adobo for the first time,https://www.youtube.com/watch?v=-P_7E7gq6vs,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (10.00%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (20.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (10.00%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (10.00%)

Topic 41: filipino food, yummy, food, (Yummy Filipino Food) (10.00%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (10.00%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (10.00%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (10.00%)

Topic 116: lot food lot, food (Lots of Food) (10.00%)
"
-Ts46vj5sEc,Real Life Fathers of 18 Top Filipino Actors ll You didn't know in 2023,https://www.youtube.com/watch?v=-Ts46vj5sEc,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 56: celebrities philippines, filipinos, filipino (Celebrities in the Philippines) (20.00%)

Topic 72: manny, fighter, manny pacquiao, (Manny Pacquiao) (60.00%)
"
-WaDvcu7mcw,Philippines Balut 🇵🇭 Foreigner tries Balut #filipino #philippines,https://www.youtube.com/watch?v=-WaDvcu7mcw,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (25.00%)

Topic 38: sweet corn, corn corn, (Sweet Corn) (25.00%)

Topic 116: lot food lot, food (Lots of Food) (50.00%)
"
-Wgdk-C7Rb8,A Foreigner's Guide to Thriving in the Philippines 🇵🇭 #shorts #philippines,https://www.youtube.com/watch?v=-Wgdk-C7Rb8,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 8: food philippines, food filipino, (Filipino Food) (16.67%)

Topic 12: happy birthday happy, happy (Happy Birthday) (16.67%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (16.67%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (16.67%)

Topic 116: lot food lot, food (Lots of Food) (16.67%)
"
-WuFjxvGJnI,Trying Pancit Canton In The Philippines For The First Time🇵🇭 #shorts,https://www.youtube.com/watch?v=-WuFjxvGJnI,"Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (100.00%)
"
-XCc67Ijcz8,"BAGYO KA LANG PINOY KAMI, PINOYS aren't scared of ANYTHING especially not TYPHOONS | HONEST REACTION",https://www.youtube.com/watch?v=-XCc67Ijcz8,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (25.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (25.00%)

Topic 56: celebrities philippines, filipinos, filipino (Celebrities in the Philippines) (25.00%)

Topic 67: storm, typhoon, typhoons, storms, (Storms and Typhoons) (25.00%)
"
-Ya6eSQ3wng,"Foreigners Guess FILIPINA CELEBRITIES, FULL OR HALF FILIPINO? FUNNY REACTION",https://www.youtube.com/watch?v=-Ya6eSQ3wng,"Topic 0: sing song, song sing, (Singing and Songs) (28.57%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (14.29%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (7.14%)

Topic 49: speak spanish, filipino spanish, (Spanish Language and the Philippines) (14.29%)

Topic 56: celebrities philippines, filipinos, filipino (Celebrities in the Philippines) (7.14%)

Topic 117: sexy sexy, filipino chinese, (Filipino Beauty and Attractiveness) (28.57%)
"
-_E2KyNAvqg,Just How!? Waleska & Efra react to Philippines' Longest Single Breath Sustained Notes While Singing,https://www.youtube.com/watch?v=-_E2KyNAvqg,"Topic 0: sing song, song sing, (Singing and Songs) (73.33%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (13.33%)

Topic 43: philippine, philippines, filipinos, philippines (Safety in the Philippines) (6.67%)

Topic 70: singing japanese, wow japanese, (Singing in Japanese) (6.67%)
"
-cOD9GglwzU,"FILIPINO POLICE Take FOREIGNERS Travelling In Zamboanga, Mindanao!",https://www.youtube.com/watch?v=-cOD9GglwzU,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (10.00%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (10.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (10.00%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (30.00%)

Topic 81: airport, flight, arrived, traveling, (Airports and Flights) (10.00%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (10.00%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (10.00%)

Topic 105: die die die, die (Beach Fun and Nonsense) (10.00%)
"
-fWzHd63UCA,Americans React to Philippines Eagle vs. Bald Eagle,https://www.youtube.com/watch?v=-fWzHd63UCA,"Topic 35: philippine crocodile, species crocodile, (Philippine Crocodile) (20.00%)

Topic 50: philippine eagle, eagle philippine (The Philippine Eagle) (80.00%)
"
-iQod4ZhOB8,JAPANESE REACTION/The Kwaks Production - Anime medley part1,https://www.youtube.com/watch?v=-iQod4ZhOB8,"Topic 0: sing song, song sing, (Singing and Songs) (10.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (30.00%)

Topic 63: watching video, japanese anime, (Japanese Anime and Lessons) (10.00%)

Topic 70: singing japanese, wow japanese, (Singing in Japanese) (40.00%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (10.00%)
"
-laaTEnlB4U,"EXTRAORDINARY FILIPINO LIFE of The ""Lostboys"" // Foreigners in Remote Palawan",https://www.youtube.com/watch?v=-laaTEnlB4U,"Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (20.00%)

Topic 16: tagay thai tagay, speak (Tagalog Language and Phrases) (20.00%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (20.00%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (20.00%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (20.00%)
"
-nW5dsB-z4E,Living in Province Vs City in the Philippines which is better?...Foreigner’s Opinion,https://www.youtube.com/watch?v=-nW5dsB-z4E,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (12.50%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (12.50%)

Topic 8: food philippines, food filipino, (Filipino Food) (12.50%)

Topic 11: philippines, manila, shopping malls, (Philippines, Manila, and Shopping Malls) (25.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (25.00%)

Topic 84: university philippines, universities philippines, (Universities in the Philippines) (12.50%)
"
-qbHvJ626lI,FOREIGNERS react to PHILIPPINES Proudly WELCOMES You!,https://www.youtube.com/watch?v=-qbHvJ626lI,"Topic 0: sing song, song sing, (Singing and Songs) (12.50%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (62.50%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (12.50%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (12.50%)
"
-tg0rduTy7c,This is the SADDEST MOMENT FOR US LIVING in the PHILIPPINES 🇵🇭 | Foreigner and Filipina Family VLOG,https://www.youtube.com/watch?v=-tg0rduTy7c,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (7.69%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (30.77%)

Topic 25: bamboo bamboo bamboo, bamboo (Bamboo and Coconuts) (15.38%)

Topic 34: budget, budgeted, month budget, (Budgeting and Saving Money) (30.77%)

Topic 64: filipino ice cream, filipino (Filipino Ice Cream) (7.69%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (7.69%)
"
-uj2svY5754,The Cost of Living in the Philippines | Foreigner and Filipina Monthly Budget and Expenses,https://www.youtube.com/watch?v=-uj2svY5754,"Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (6.25%)

Topic 34: budget, budgeted, month budget, (Budgeting and Saving Money) (31.25%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (6.25%)

Topic 40: cost living philippines, travelling (Cost of Living and Traveling in the Philippines) (50.00%)

Topic 84: university philippines, universities philippines, (Universities in the Philippines) (6.25%)
"
-y_PrLcIeOg,Kind Filipina help me to find Champorado🇵🇭,https://www.youtube.com/watch?v=-y_PrLcIeOg,"Topic 8: food philippines, food filipino, (Filipino Food) (33.33%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (33.33%)

Topic 100: selling, market, cheechai, quail, (Selling Quail in the Market) (33.33%)
"
0-_hHvFLbFQ,FOREIGNERS react to FILIPINO Humor - Tongue Prank by Alex Gonzaga,https://www.youtube.com/watch?v=0-_hHvFLbFQ,"Topic 0: sing song, song sing, (Singing and Songs) (20.00%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (20.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (20.00%)

Topic 63: watching video, japanese anime, (Japanese Anime and Lessons) (20.00%)
"
01CgNpWKero,"Americans React to Philippines, India, Singapore, English Vocabulary Differences!",https://www.youtube.com/watch?v=01CgNpWKero,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (11.11%)

Topic 18: filipino english accent, accent (Filipino English Accent) (11.11%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (11.11%)

Topic 34: budget, budgeted, month budget, (Budgeting and Saving Money) (11.11%)

Topic 79: uptown, uptown mall, street (Uptown Mall and Streets) (11.11%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (11.11%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (11.11%)

Topic 93: evening cinema ado, broadcasting (Cinema and Movie Theaters) (11.11%)
"
06YeEjVLC0E,Foreigners Trying to Pronounce Filipino Words (Tagalog) | Manila - Vlog #85,https://www.youtube.com/watch?v=06YeEjVLC0E,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (10.00%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (10.00%)

Topic 16: tagay thai tagay, speak (Tagalog Language and Phrases) (50.00%)

Topic 18: filipino english accent, accent (Filipino English Accent) (10.00%)

Topic 49: speak spanish, filipino spanish, (Spanish Language and the Philippines) (20.00%)
"
06hhcGs3J88,Elha Nympha Slayed!!🥵 Waleska & Efra react to Philippines NEW GEN DIVAS - 90s Medley,https://www.youtube.com/watch?v=06hhcGs3J88,"Topic 0: sing song, song sing, (Singing and Songs) (75.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)
"
07dy2r8Cl6w,A FOREIGNER CELEBRATING EASTER IN A REMOTE JUNGLE IN THE PHILIPPINES,https://www.youtube.com/watch?v=07dy2r8Cl6w,"Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (14.29%)

Topic 25: bamboo bamboo bamboo, bamboo (Bamboo and Coconuts) (14.29%)

Topic 36: banana queue banana, queue (Banana Queue) (14.29%)

Topic 59: feel foreigners philippines, philippines (Foreigners' Feelings About the Philippines) (14.29%)

Topic 101: seasake, boy, cute, fun, (Cute Boy and Fun) (42.86%)
"
0Ci6zVWeFWw,FOREIGNERS' First Opinions About PHILIPPINES - I wasn't expecting THIS...,https://www.youtube.com/watch?v=0Ci6zVWeFWw,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (20.00%)

Topic 7: living philippines, live philippines, (Living in the Philippines) (10.00%)

Topic 8: food philippines, food filipino, (Filipino Food) (20.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (10.00%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (10.00%)

Topic 57: grocery, groceries, supermarket, shopping, (Groceries and Shopping) (10.00%)

Topic 75: exgirlfriend, boyfriend, guy, grandpas, (Relationships and Family) (10.00%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (10.00%)
"
0ENcrVkHwBY,"Foreigners Very First Philippines Wet Market, Not What We Expected! 🇵🇭",https://www.youtube.com/watch?v=0ENcrVkHwBY,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (11.11%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (11.11%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (11.11%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (11.11%)

Topic 69: filipino pizza, pizza filipino, (Filipino Pizza) (22.22%)

Topic 100: selling, market, cheechai, quail, (Selling Quail in the Market) (11.11%)

Topic 116: lot food lot, food (Lots of Food) (22.22%)
"
0G5jfRhHsqg,Why Foreigners Treat Filipinos Like Zoo Animals! DISGUSTING! 🇵🇭,https://www.youtube.com/watch?v=0G5jfRhHsqg,"Topic 13: filipinos love, culture filipinos, (Filipino Culture and Love for Filipinos) (12.50%)

Topic 86: filipinos, filipino people, filipino (Filipino People and Culture) (25.00%)

Topic 89: poverty porn content, create (Poverty Porn) (62.50%)
"
0GVD-9hxk_s,First FILIPINO BREAKFAST | Shopping Philippines 👨‍👩‍👧‍👦 RodVivKids Family Vlog,https://www.youtube.com/watch?v=0GVD-9hxk_s,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (14.29%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (14.29%)

Topic 45: christmas merry christmas, merry (Merry Christmas) (42.86%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (14.29%)

Topic 116: lot food lot, food (Lots of Food) (14.29%)
"
0IUVhutkQaI,FOREIGN KIDS are trying FILIPINO SNACKS for the FIRST TIME - Foreigners Reaction,https://www.youtube.com/watch?v=0IUVhutkQaI,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (15.38%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (7.69%)

Topic 8: food philippines, food filipino, (Filipino Food) (7.69%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (15.38%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (15.38%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (7.69%)

Topic 38: sweet corn, corn corn, (Sweet Corn) (15.38%)

Topic 64: filipino ice cream, filipino (Filipino Ice Cream) (7.69%)

Topic 116: lot food lot, food (Lots of Food) (7.69%)
"
0JiN_E6wK-E,FOREIGNERS FIRST ROAD TRIP in the PHILIPPINES to MINDORO ORIENTAL,https://www.youtube.com/watch?v=0JiN_E6wK-E,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (14.29%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (14.29%)

Topic 10: beaches, beach, sand beaches, (Beaches and Walking on the Beach) (14.29%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (14.29%)

Topic 60: hungry, breakfast, lunch, eat, (Hunger and Meals) (14.29%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (14.29%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (14.29%)
"
0KyvSgEO6Fc,Trying Filipino Liquor (TANDUAY & MORE) & Oslob WHALE SHARK Swimming - Philippines Travel Vlog,https://www.youtube.com/watch?v=0KyvSgEO6Fc,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (12.50%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (25.00%)

Topic 44: cafe, restaurants, restaurant, hotel, (Cafes, Restaurants, and Hotels) (12.50%)

Topic 64: filipino ice cream, filipino (Filipino Ice Cream) (12.50%)

Topic 82: fun, wow, town, mall, (Fun and Excitement) (12.50%)

Topic 85: fishing, fish, turtle hatching (Fishing and Marine Life) (25.00%)
"
0Lod4Yyv3qc,Korean girl want to live in Philippine after trying the Famous MANG INASAL! 🇵🇭🇰🇷❤️,https://www.youtube.com/watch?v=0Lod4Yyv3qc,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (11.11%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (11.11%)

Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (11.11%)

Topic 12: happy birthday happy, happy (Happy Birthday) (22.22%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (11.11%)

Topic 17: tasty, flavor, flavors, delicious, (Taste and Flavor) (11.11%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (11.11%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (11.11%)
"
0ORiKlLa-FY,FOREIGNER TRYING FILIPINO STREET FOODS PART 2 | FILIPINO STREET FOODS | FOREIGNER IN THE PHILIPPINES,https://www.youtube.com/watch?v=0ORiKlLa-FY,"Topic 12: happy birthday happy, happy (Happy Birthday) (50.00%)

Topic 29: nihar nihar nihar, ndo (Repeated Sounds and Nonsense) (50.00%)
"
0PKfbccBsBQ,"🇵🇭Trying Filipino Street Food in Bohol , Philippines",https://www.youtube.com/watch?v=0PKfbccBsBQ,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (14.29%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (28.57%)

Topic 21: eat eat eat, hungry (Eating, Hunger, and Food) (14.29%)

Topic 33: spicy spicy spicy, spicy (Spicy Food) (14.29%)

Topic 73: mahirap santa claus, mahirap (Santa Claus and Blessings) (14.29%)

Topic 105: die die die, die (Beach Fun and Nonsense) (14.29%)
"
0PRBBJPpMrE,Foreigner and Filipina Living Life Philippines LeJhaz Family Fud Day 4Dec22. @LeRocphilippines5539,https://www.youtube.com/watch?v=0PRBBJPpMrE,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (20.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (6.67%)

Topic 12: happy birthday happy, happy (Happy Birthday) (6.67%)

Topic 24: tricycle, bike, motorbike, scooter, (Tricycles, Bikes, and Motorbikes) (20.00%)

Topic 30: beautiful beach beautiful, beach (Beautiful Beaches) (20.00%)

Topic 85: fishing, fish, turtle hatching (Fishing and Marine Life) (6.67%)

Topic 102: water walk, walk water, (Walking on Water) (13.33%)

Topic 112: rainy season, rainy, rain, (Rainy Season) (6.67%)
"
0Pm8OGDsikk,TONY FROM ENGLAND A LIFE  OF A FOREIGNER IN THE PHILIPPINES,https://www.youtube.com/watch?v=0Pm8OGDsikk,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (33.33%)

Topic 24: tricycle, bike, motorbike, scooter, (Tricycles, Bikes, and Motorbikes) (33.33%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (33.33%)
"
0Pon0lDng8I,Americans React to Sepak Takraw | First time trying & Badminton : Most popular sports in Malaysia!,https://www.youtube.com/watch?v=0Pon0lDng8I,"Topic 0: sing song, song sing, (Singing and Songs) (7.14%)

Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (7.14%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (14.29%)

Topic 65: italy winning, italy winning (Italy Winning) (7.14%)

Topic 68: filipinos play, filipinos, philippines, (Filipinos Playing Sports) (14.29%)

Topic 80: playing game, game, game (Playing Games) (35.71%)

Topic 110: fighter, boxing, dude, kicker, (Fighting and Boxing) (14.29%)
"
0Qps64cK1CA,FILIPINA WIFE IGNORING FOREIGNER HUSBAND?? EXPAT LIVING  IN THE PHILIPPINES,https://www.youtube.com/watch?v=0Qps64cK1CA,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (12.50%)

Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (50.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (12.50%)

Topic 27: bah bah bah, bah (Farm Animals and Sounds) (25.00%)
"
0SW__3H_mNs,Living in the PHILIPPINES as a FOREIGNER / My best and worst experiences.,https://www.youtube.com/watch?v=0SW__3H_mNs,"Topic 1: video philippines, philippines reaction (Philippines Reaction Videos) (27.27%)

Topic 12: happy birthday happy, happy (Happy Birthday) (9.09%)

Topic 18: filipino english accent, accent (Filipino English Accent) (9.09%)

Topic 22: wah wah wah, wah (Exclamations and Interjections) (9.09%)

Topic 48: haircut, cutting hair, hair (Haircuts and Hair Cutting) (18.18%)

Topic 96: visit philippines, living philippines, (Visiting and Living in the Philippines) (9.09%)

Topic 106: filipinos, love philippines, filipino, (Filipinos and Love for the Philippines) (18.18%)
"
0UwKgcvcK5k,JAPANESE KARATE GUY REACT / Crazy Move: US and Philippine Marines Do Crazy Knife and Sword Training,https://www.youtube.com/watch?v=0UwKgcvcK5k,"Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (16.67%)

Topic 6: korean war, filipino soldiers, (The Korean War and Filipino Soldiers) (33.33%)

Topic 71: filipino martial arts, filipino (Filipino Martial Arts) (50.00%)
"
0VEAGpTrYi8,AMERICANS REACT CHRISTMAS IN PHILIPPINES VS. USA 🇺🇸🎄🇵🇭 | EL's Planet,https://www.youtube.com/watch?v=0VEAGpTrYi8,"Topic 14: food philippines, food filipino, (Filipino Food and Eating) (16.67%)

Topic 15: christmas philippines christmas, christmas (Christmas in the Philippines) (83.33%)
"
0_6HMZjStiQ,I can't believe MY FOREIGNER HUSBAND did this in THE PHILIPPINES 🇵🇭 | PROVINCE TRAVEL FOOD VLOG,https://www.youtube.com/watch?v=0_6HMZjStiQ,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (25.00%)

Topic 9: philippines, manila, travel, trip, (Travel to the Philippines and Manila) (12.50%)

Topic 25: bamboo bamboo bamboo, bamboo (Bamboo and Coconuts) (25.00%)

Topic 37: philippines live, living philippines, (Living in the Philippines) (12.50%)

Topic 53: mango shake mango, mangoes (Mango Shake) (12.50%)

Topic 95: filipino coffee, filipino, kananga, (Filipino Coffee) (12.50%)
"
0_pTnqziRqo,🇵🇭FILIPINOS ARE MORE RESPECTFUL THAN AMERICANS?!😱 | Finding Tom| Filipino Culture Reaction,https://www.youtube.com/watch?v=0_pTnqziRqo,"Topic 0: sing song, song sing, (Singing and Songs) (12.50%)

Topic 2: enjoyed video, video video (Enjoying and Watching Videos) (12.50%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)

Topic 12: happy birthday happy, happy (Happy Birthday) (12.50%)

Topic 55: foreigners, countries, overseas, country, (Foreigners and Countries) (12.50%)

Topic 88: bureau immigration, immigration, passport, (Immigration and Passports) (12.50%)

Topic 110: fighter, boxing, dude, kicker, (Fighting and Boxing) (12.50%)
"
0cec9CL-hmE,Trying Filipino food for the first time…*Lechon Manok* #filipinofood #lechonmanok #philippines #asia,https://www.youtube.com/watch?v=0cec9CL-hmE,"Topic 5: chicken, chicken chicken, chicken (Chicken and Fried Chicken) (33.33%)

Topic 14: food philippines, food filipino, (Filipino Food and Eating) (16.67%)

Topic 78: tasty, current video, video (Tasty Video and Food) (16.67%)

Topic 116: lot food lot, food (Lots of Food) (33.33%)
"
0e2__WsRZdg,This Filipino Kid is a SINGING MENACE! Latinos react to NEW Filipino Singing TIKTOKS | Vol 18,https://www.youtube.com/watch?v=0e2__WsRZdg,"Topic 0: sing song, song sing, (Singing and Songs) (50.00%)

Topic 4: filipino music, vocal, singers, (Filipino Music and Vocals) (25.00%)

Topic 85: fishing, fish, turtle hatching (Fishing and Marine Life) (12.50%)

Topic 102: water walk, walk water, (Walking on Water) (12.50%)
"
0eQRhbi0AcM,Foreigner & Filipina House Build Philippines 29Sep22. @LeRocphilippines5539,https://www.youtube.com/watch?v=0eQRhbi0AcM,"Topic 3: tiles, walls, porch, cement, (Home Construction and Materials) (100.00%)
"
