Video Title,Link,HLTA Topics,Video ID,Channel Title,Channel Link
More Than Music... Waleska & Efra react to Madrigal Singers After Dinner SINGING,https://www.youtube.com/watch?v=7BE8xhIVNbs,"Level 3
performance, band, concert, stage, studio: (Z11) (0.95)
woman, single, difference, opinion: (Z1190) (0.75)
famous, popular: (Z1186) (1.00)
mother, father: (Z1168) (1.00)
east, south: (Z1195) (1.00)
latino, viral, coach, freak, review: (Z19) (0.99)
movie, scene, actor, attention, actress, match, disney: (Z1172) (0.84)
passport, office, document, shopping-mall: (Z1140) (0.63)
artist, industry: (Z12) (1.00)
visa, company, online, immigration, phone, tax: (Z1139) (0.76)
school, college, teacher: (Z1152) (0.83)
population, national, largest: (Z1207) (0.70)
size, bigger: (Z115) (1.00)
feature-feature, podcast, feature: (Z18) (1.00)
spain, spanish: (Z1202) (1.00)
university, art, senior, campus: (Z1154) (0.78)
singer, singing, voice, song-song: (Z197) (1.00)
filipina, relationship: (Z1158) (1.00)
song, sing: (Z196) (1.00)
bread, bean, tea, dip, jelly: (Z169) (0.54)
alcohol, bottle, drunk: (Z185) (0.88)
earth, lake, human, volcano: (Z1177) (0.94)
true, story, sense, heart, instagram: (Z1191) (0.79)
quiet, stair, rodrigo, davao, reserve, corporation: (Z1122) (0.72)
main, unique: (Z111) (1.00)
sound, clip, imagine, breath, environment: (Z16) (0.98)

Level 2
latino, feature-feature, podcast, viral, coach, feature, freak: (Z22) (1.00)
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.86)
vocal, opm, lyric, artist, performance, karaoke, tiktok: (Z21) (1.00)
history, spanish, war, population, government, american, influence: (Z248) (0.99)
popular, famous, original, correct, commercial, festival, standard: (Z246) (0.90)
local, main, tricycle, bus, driver, service, bigger: (Z23) (0.73)
brother, mother, father, eye, sister, uncle, blood: (Z244) (0.91)
asian, woman, south, true, story, western, business: (Z247) (0.57)
school, student, study, university, college, teacher, art: (Z239) (0.75)
song, singer, singing, sing, voice, song-song: (Z222) (1.00)

Level 1
singer, song, singing, sing, voice, song-song, fish: (Z37) (1.00)
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.83)
history, spanish, asian, woman, south, true, war: (Z317) (0.87)
vocal, feature-feature, latino, podcast, opm, lyric, artist: (Z31) (1.00)",7BE8xhIVNbs,Waleska Herrera,https://www.youtube.com/channel/UCPAz3hWHiBC-c1x4K0-atsg
"[MUKBANG] Korean guys try Filipino food ""CRISPY PATA""",https://www.youtube.com/watch?v=7Bd3IWiuVgE,"Level 3
tough, emotional: (Z1174) (1.00)
fish-fish, fish: (Z193) (1.00)
holiday, birthday, gift, special, december, santa: (Z186) (0.58)
oil, soy-sauce, chop: (Z1147) (0.85)
pork, meat, beef: (Z1131) (0.94)
mixed, mexican, lie, dead: (Z145) (0.65)
hot-hot, club, farm, guest, red-horse, treat, sardine: (Z1117) (0.55)
swimming, swim: (Z181) (1.00)
actual, key, holy: (Z1179) (0.89)
beer, drinking, san-miguel: (Z183) (0.98)
boat, tour: (Z165) (1.00)
fat, bone, tender, pig, lechon: (Z144) (0.99)
hand, short, wave, finger, shirt: (Z1105) (0.57)
blue, sky, cloud: (Z131) (0.77)
spot, view, sunset, guide: (Z166) (0.83)
slow, glass, horse, bay: (Z1118) (0.74)
garlic, onion, cook: (Z1145) (0.97)
foot, mark, baby, deep, daniel: (Z176) (0.55)
combination, item, steam, dinner, total, salamat, rainy: (Z138) (0.66)
sauce, vinegar, bite: (Z1128) (0.71)
peso-peso, peso: (Z1102) (1.00)
juice, drink: (Z184) (1.00)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (0.91)

Level 2
tour, spot, view, boat, sunset, guide: (Z212) (0.95)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.91)
pork, meat, beef, sour, soup, crunchy, flavor: (Z230) (0.84)
drink, beer, drinking, alcohol, bottle, juice, drunk: (Z218) (0.99)
garlic, onion, pepper, chili, cook, salty, salt: (Z236) (0.91)

Level 1
tour, spot, adventure, cebu, view, explore, boat: (Z34) (0.59)
sauce, delicious, spicy, dish, pork, meat, crispy: (Z310) (1.00)
garlic, onion, pepper, chili, ingredient, cook, salty: (Z313) (0.92)
swim, bed, pool, ocean, swimming, drink, bathroom: (Z36) (0.98)",7Bd3IWiuVgE,・・・・・ｸ・・・・ｴ ・・ｸ・・・&・・・ｹ・・・ｼ ・ｦｬ・｡ｰ・・ｸ,https://www.youtube.com/channel/UCRNHIq5_JclKEK4Gbx1UFDw
Red Stevan - Mapapa SANA ALL kna lang kay Ate!!!(Japanese React to Philippine),https://www.youtube.com/watch?v=7E4E7d5T1ac,"Level 3
brother, jay, pipe: (Z1166) (0.69)",7E4E7d5T1ac,Yoshi the Japanese Guy,https://www.youtube.com/channel/UCeT1qAcQxLP6cEfbMe85QCQ
"Foreigner COST OF LIVING In The City, Philippines 2023",https://www.youtube.com/watch?v=7Ea4f1TT9r4,"Level 3
business, issue: (Z1197) (1.00)
incredible, unbelievable: (Z1178) (1.00)
tourist, island: (Z1141) (1.00)
plan, planning: (Z1200) (1.00)
walk, car, busy: (Z123) (0.57)
poverty, lifestyle, usa: (Z1113) (0.72)
visa, company, online, immigration, phone, tax: (Z1139) (1.00)
shopping, mall: (Z199) (1.00)
taxi, flight, ride: (Z1137) (0.85)
hot-hot, club, farm, guest, red-horse, treat, sardine: (Z1117) (0.57)
bed, bathroom, sleep: (Z177) (0.81)
size, bigger: (Z115) (1.00)
dollar, price, buck, buddy: (Z1101) (0.96)
card, cash, internet, cost, fee, gas: (Z164) (0.98)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.59)
extra, light, clean, drop, dog, charge, screen: (Z113) (0.56)
doctor, nurse, health, safety: (Z1150) (0.98)
warm, cold: (Z139) (1.00)
public, transportation: (Z118) (1.00)
boat, tour: (Z165) (1.00)
province, update, culture-shock: (Z192) (0.81)
pay, rent, budget, load, close: (Z1104) (1.00)
shop, store, market, fresh: (Z198) (0.85)
bgc, makatus, modern, mall-mall, venice: (Z1123) (0.87)
filipina, relationship: (Z1158) (1.00)
blue, sky, cloud: (Z131) (0.68)
dangerous, safe, scary: (Z1107) (0.56)
haircut, barber, shave, hang: (Z1115) (0.81)
huge, entire, ton, touch, international: (Z122) (0.95)
roof, bedroom, door, ground, pressure: (Z179) (1.00)
true, story, sense, heart, instagram: (Z1191) (0.96)
massive, proper, straight, lovely, tiny, previous, vegan: (Z125) (0.74)
combination, item, steam, dinner, total, salamat, rainy: (Z138) (0.92)
wild, sick, van, track, careful, vehicle, paper: (Z175) (0.70)
power, attack, arm, solar: (Z1175) (0.78)
western, west, common, average: (Z1192) (0.94)
quick, journey, honest, leave, meet, space, level: (Z121) (0.72)
mind, deal, negative: (Z120) (0.94)
peso-peso, peso: (Z1102) (1.00)
cheap, expensive, cheaper, kilometer: (Z1103) (1.00)

Level 2
bgc, manila-manila, building, metro-manila, makati, makatus, modern: (Z227) (0.67)
doctor, hospital, medical, nurse, health, patient, safety: (Z238) (0.80)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.97)
bed, pool, bathroom, shower, sleep, roof, bedroom: (Z216) (0.97)
passport, visa, company, office, online, immigration, phone: (Z233) (1.00)
asian, woman, south, true, story, western, business: (Z247) (0.89)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.70)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (1.00)
christmas, holiday, christmas-christmas, birthday, gift, party, celebration: (Z219) (0.52)

Level 1
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (1.00)
taxi, airport, flight, ride, plane, passport, visa: (Z311) (0.63)",7Ea4f1TT9r4,That Philippines Life,https://www.youtube.com/channel/UCQQyW9Ki62OmGzHedws7xlQ
"Living on a budget of $500 in Cebu condo as expat/foreigner, Philippines. Could you survive on that?",https://www.youtube.com/watch?v=7HmaEa1cRWk,"Level 3
business, issue: (Z1197) (1.00)
vacation, expat, cultural, simple, strong, basic, money-money: (Z1199) (0.89)
plant, garden, flower: (Z1183) (0.72)
spoon, fork, plate: (Z141) (0.60)
bike, motorbike: (Z126) (1.00)
fish-fish, fish: (Z193) (1.00)
camera, film: (Z1108) (1.00)
pool, shower, toilet, private, bar: (Z178) (0.72)
local, community: (Z110) (1.00)
spring, regular, tooth, exotic, today, tofu, energy: (Z142) (0.61)
meter, square, giant: (Z1182) (1.00)
poverty, lifestyle, usa: (Z1113) (0.72)
karaoke, machine: (Z15) (1.00)
hot-hot, club, farm, guest, red-horse, treat, sardine: (Z1117) (0.57)
bed, bathroom, sleep: (Z177) (0.99)
dollar, price, buck, buddy: (Z1101) (0.52)
tip, daily, luke, blog: (Z1114) (0.78)
duck, balut: (Z1134) (1.00)
coffee, coffee-coffee: (Z1100) (1.00)
cebu, cebu-cebu: (Z163) (1.00)
spot, view, sunset, guide: (Z166) (0.51)
roof, bedroom, door, ground, pressure: (Z179) (0.98)
foot, mark, baby, deep, daniel: (Z176) (0.55)
leaf, portion, liver, plain, feed, tongue, complete: (Z143) (0.95)
western, west, common, average: (Z1192) (0.56)
asian, southeast, european: (Z1194) (0.91)
service, security, apartment, bag, figure, condo, fit: (Z114) (0.89)
main, unique: (Z111) (1.00)
mind, deal, negative: (Z120) (0.94)
peso-peso, peso: (Z1102) (1.00)
cheap, expensive, cheaper, kilometer: (Z1103) (0.56)
juice, drink: (Z184) (1.00)

Level 2
adventure, cebu, explore, hotel, card, ferry, travel: (Z211) (0.89)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.78)
bed, pool, bathroom, shower, sleep, roof, bedroom: (Z216) (1.00)
drink, beer, drinking, alcohol, bottle, juice, drunk: (Z218) (0.87)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (0.63)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (0.89)

Level 1
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (1.00)",7HmaEa1cRWk,Bigg World Cinema,https://www.youtube.com/channel/UCSvaH7DbguYJcp8PHTTv1Zw
OMEGLE TAGALOG | FOREIGNER SPEKS TAGALOG | BRAZILIAN SPEAKS TAGALOG | OME TV TAGALOG | TAGALOG,https://www.youtube.com/watch?v=7LVNsYnJJlU,"Level 3
language, speak, tagalog, language-language: (Z1156) (0.85)
famous, popular: (Z1186) (1.00)
mother, father: (Z1168) (1.00)
learn, english: (Z1155) (1.00)
basketball, player, sport, gold, gun: (Z1164) (0.80)
song, sing: (Z196) (1.00)
beach, beach-beach: (Z1142) (1.00)

Level 2
english, language, speak, tagalog, language-language, learn: (Z240) (0.98)

Level 1
school, language, english, student, speak, study, language-language: (Z314) (0.99)
game, play, basketball, dance, competition, player, kick: (Z315) (0.60)",7LVNsYnJJlU,lucas live br,https://www.youtube.com/channel/UCia6oQqdV5kXk7aXf3gJsYw
Foreigner react to VENICE GRAND CANAL MALL in BGC Manila Philippines ・・・ｮ・・・ｳ・・､ｯ,https://www.youtube.com/watch?v=7M2gUjv6nfw,"Level 3
incredible, unbelievable: (Z1178) (1.00)
meal, restaurant, menu: (Z157) (0.84)
shopping, mall: (Z199) (1.00)
game, play: (Z1163) (1.00)
personal, difficult, medium, account, term, write, bank: (Z1188) (0.61)
actual, key, holy: (Z1179) (0.89)
boat, tour: (Z165) (1.00)
bgc, makatus, modern, mall-mall, venice: (Z1123) (1.00)
earth, lake, human, volcano: (Z1177) (0.71)
huge, entire, ton, touch, international: (Z122) (0.83)
delicious, dish, smell, fry: (Z1127) (0.92)
true, story, sense, heart, instagram: (Z1191) (0.95)
sauce, vinegar, bite: (Z1128) (0.71)
diverse, product, field, earlier, native, late, exciting: (Z1196) (0.76)
pepper, chili, salty, salt: (Z1146) (0.52)
building, global, museum, grand: (Z1125) (0.97)
mind, deal, negative: (Z120) (0.75)
juice, drink: (Z184) (1.00)
river, bridge, jungle, cross: (Z130) (0.58)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.66)
tour, spot, view, boat, sunset, guide: (Z212) (0.57)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.76)
bgc, manila-manila, building, metro-manila, makati, makatus, modern: (Z227) (1.00)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.65)
tour, spot, adventure, cebu, view, explore, boat: (Z34) (0.61)
sauce, delicious, spicy, dish, pork, meat, crispy: (Z310) (0.97)
cheese, dessert, ice-cream, snack, meal, restaurant, menu: (Z33) (0.51)",7M2gUjv6nfw,BEYONDLOCALGODDESSES,https://www.youtube.com/channel/UCwjWUUCiv_TPoErI9AZv6Lg
V387 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - GARDENING IN THE PHILIPPINES,https://www.youtube.com/watch?v=7MPbFfQlXkI,"Level 3
noodle, pancit: (Z1136) (1.00)
east, south: (Z1195) (1.00)
fish-fish, fish: (Z193) (1.00)
spring, regular, tooth, exotic, today, tofu, energy: (Z142) (0.66)
hotel, ferry, seat, wifus, bohol, terminal: (Z162) (0.81)
meter, square, giant: (Z1182) (0.86)
walk, car, busy: (Z123) (0.92)
bed, bathroom, sleep: (Z177) (0.81)
size, bigger: (Z115) (1.00)
dollar, price, buck, buddy: (Z1101) (0.52)
card, cash, internet, cost, fee, gas: (Z164) (1.00)
game, play: (Z1163) (1.00)
personal, difficult, medium, account, term, write, bank: (Z1188) (0.92)
wall, concrete, block, hollow: (Z189) (0.85)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.78)
pineapple, orange, apple, cut: (Z170) (0.54)
banana, banana-banana: (Z172) (1.00)
tank, daddy, mommy, water-water, truck, timber: (Z1119) (1.00)
filipina, relationship: (Z1158) (1.00)
bread, bean, tea, dip, jelly: (Z169) (0.72)
slow, glass, horse, bay: (Z1118) (0.74)
alcohol, bottle, drunk: (Z185) (0.65)
delicious, dish, smell, fry: (Z1127) (0.92)
roof, bedroom, door, ground, pressure: (Z179) (0.98)
quiet, stair, rodrigo, davao, reserve, corporation: (Z1122) (0.58)
sauce, vinegar, bite: (Z1128) (0.71)
trip, road: (Z124) (1.00)
vegetable, fruit: (Z167) (1.00)
beauty, natural, universe: (Z1176) (0.91)
power, attack, arm, solar: (Z1175) (0.71)
construction, tall, wood, chair, pas, tower, fake: (Z119) (0.99)
mind, deal, negative: (Z120) (0.75)
peso-peso, peso: (Z1102) (1.00)
cheap, expensive, cheaper, kilometer: (Z1103) (1.00)
juice, drink: (Z184) (1.00)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (0.94)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.77)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.98)
fruit, milk, vegetable, coconut, bread, bean, dip: (Z213) (0.73)
relationship, filipina, girlfriend, marry, boyfriend, marriage, husband: (Z241) (0.75)
fish, shrimp, seafood, tomato, rice-rice, fish-fish, pot: (Z221) (0.53)
bed, pool, bathroom, shower, sleep, roof, bedroom: (Z216) (0.54)
road, walk, car, trip, busy, massive, proper: (Z25) (0.97)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (1.00)
mango, banana, pineapple, orange, apple, peach, banana-banana: (Z214) (0.71)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.60)
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (1.00)
sauce, delicious, spicy, dish, pork, meat, crispy: (Z310) (0.68)
road, walk, local, car, trip, main, busy: (Z32) (0.94)
mango, fruit, milk, banana, vegetable, coconut, bread: (Z35) (0.97)",7MPbFfQlXkI,The Garcia Family,https://www.youtube.com/channel/UCWjSwkIn2gGgETcZZYaO-6g
Skilled Filipino Barber Gets a Big Tip ・・・ｰ ・・・ｵ・・・ｭ,https://www.youtube.com/watch?v=7ObTYEQRcBs,"Level 3
woman, single, difference, opinion: (Z1190) (0.96)
job, opportunity, position, professional, jersey, pacquiao, manny: (Z1198) (0.88)
shoe, clothes, pair, monkey, crocodile: (Z1106) (0.71)
east, south: (Z1195) (1.00)
incredible, unbelievable: (Z1178) (1.00)
cheese, cheese-cheese: (Z133) (1.00)
camera, film: (Z1108) (1.00)
brother, jay, pipe: (Z1166) (0.96)
local, community: (Z110) (1.00)
passport, office, document, shopping-mall: (Z1140) (0.67)
meter, square, giant: (Z1182) (0.86)
walk, car, busy: (Z123) (0.99)
red, purple, stomach, fine, strawberry, oreo, baguio: (Z149) (0.55)
cream, creamy, caramel: (Z152) (0.84)
nido, boracay, paradise, kayak: (Z1144) (0.69)
manila-manila, metro-manila, makati: (Z1124) (0.61)
hot-hot, club, farm, guest, red-horse, treat, sardine: (Z1117) (0.66)
bed, bathroom, sleep: (Z177) (0.50)
dollar, price, buck, buddy: (Z1101) (0.52)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.97)
tip, daily, luke, blog: (Z1114) (0.98)
shop, store, market, fresh: (Z198) (0.98)
coffee, coffee-coffee: (Z1100) (1.00)
cebu, cebu-cebu: (Z163) (1.00)
street-street, chinatown, barbecue, squid: (Z1116) (0.62)
haircut, barber, shave, hang: (Z1115) (1.00)
conversation, comfortable, english-english, accent, phrase: (Z1193) (0.88)
delicious, dish, smell, fry: (Z1127) (0.89)
tricycle, driver, option, alina: (Z112) (0.85)
massive, proper, straight, lovely, tiny, previous, vegan: (Z125) (0.99)
foot, mark, baby, deep, daniel: (Z176) (0.82)
christmas, christmas-christmas, merry-christmas, september: (Z187) (0.97)
vegetable, fruit: (Z167) (1.00)
beauty, natural, universe: (Z1176) (0.91)
building, global, museum, grand: (Z1125) (0.67)
asian, southeast, european: (Z1194) (0.99)
service, security, apartment, bag, figure, condo, fit: (Z114) (0.71)
hospital, medical, patient: (Z1151) (0.86)
quick, journey, honest, leave, meet, space, level: (Z121) (0.87)
main, unique: (Z111) (1.00)
peso-peso, peso: (Z1102) (1.00)
juice, drink: (Z184) (1.00)
river, bridge, jungle, cross: (Z130) (0.58)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.63)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.70)
local, main, tricycle, bus, driver, service, bigger: (Z23) (0.96)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (0.99)
brother, mother, father, eye, sister, uncle, blood: (Z244) (0.72)
road, walk, car, trip, busy, massive, proper: (Z25) (1.00)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.69)
palawan, nido, boracay, paradise, lagoon, coron, kayak: (Z235) (0.98)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (0.98)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.76)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.67)
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (1.00)
cheese, dessert, ice-cream, snack, meal, restaurant, menu: (Z33) (0.59)
road, walk, local, car, trip, main, busy: (Z32) (1.00)
island, beach, palawan, nido, boracay, tourist, beach-beach: (Z312) (0.93)
impression, bgc, manila-manila, friendly, hand, building, camera: (Z39) (0.56)",7ObTYEQRcBs,Travel with Luke Damant,https://www.youtube.com/channel/UCWm__g4cPmX-umorqM8VfWw
Japanese Filipino Couple React to Jollibee Commercials! [International Couple],https://www.youtube.com/watch?v=7OnrK3EmFa4,"Level 3
business, issue: (Z1197) (1.00)
shoe, clothes, pair, monkey, crocodile: (Z1106) (0.73)
marry, marriage, husband: (Z1159) (0.62)
gravy, pie, jolly, jolly-bee, jollybee: (Z154) (1.00)
passport, office, document, shopping-mall: (Z1140) (0.63)
girlfriend, boyfriend: (Z1157) (1.00)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.53)
original, correct, commercial, festival, standard, tone, judge: (Z1187) (0.61)
jollibee-jollibee, jollibee: (Z158) (1.00)
doctor, nurse, health, safety: (Z1150) (0.69)
mango, peach: (Z171) (1.00)
true, story, sense, heart, instagram: (Z1191) (0.95)
hospital, medical, patient: (Z1151) (0.61)

Level 2
meal, restaurant, menu, spaghetti, jollibee, burger, gravy: (Z210) (0.91)
relationship, filipina, girlfriend, marry, boyfriend, marriage, husband: (Z241) (0.80)
doctor, hospital, medical, nurse, health, patient, safety: (Z238) (0.78)
asian, woman, south, true, story, western, business: (Z247) (0.70)
mango, banana, pineapple, orange, apple, peach, banana-banana: (Z214) (0.98)",7OnrK3EmFa4,Japapino World ・・ｸ・・｣・・・・・・・・ｼ・・・,https://www.youtube.com/channel/UC5NF_7WBa8OVDC0Xbs8yvOg
WTF WAS THAT: Waleska & Efra react to MORE Filipino Singers that went VIRAL on TikTok,https://www.youtube.com/watch?v=7RJu-I7FndQ,"Level 3
business, issue: (Z1197) (1.00)
famous, popular: (Z1186) (1.00)
incredible, unbelievable: (Z1178) (1.00)
social, smart, race, win, black, pandemic, impressive: (Z1189) (0.58)
vocal, opm, lyric, tiktok: (Z13) (1.00)
latino, viral, coach, freak, review: (Z19) (1.00)
school, college, teacher: (Z1152) (0.83)
karaoke, machine: (Z15) (1.00)
feature-feature, podcast, feature: (Z18) (1.00)
original, correct, commercial, festival, standard, tone, judge: (Z1187) (0.99)
girl-girl, contact, specific, intense, angry, dress, percent: (Z1169) (0.51)
extra, light, clean, drop, dog, charge, screen: (Z113) (0.98)
actual, key, holy: (Z1179) (1.00)
star, jesus, model, flag, lord, gym: (Z1171) (0.55)
hand, short, wave, finger, shirt: (Z1105) (0.86)
adventure, explore: (Z161) (1.00)
battle, history: (Z1203) (1.00)
singer, singing, voice, song-song: (Z197) (1.00)
song, sing: (Z196) (1.00)
dangerous, safe, scary: (Z1107) (0.89)
alcohol, bottle, drunk: (Z185) (0.56)
true, story, sense, heart, instagram: (Z1191) (0.95)
massive, proper, straight, lovely, tiny, previous, vegan: (Z125) (0.74)
quiet, stair, rodrigo, davao, reserve, corporation: (Z1122) (0.72)
wild, sick, van, track, careful, vehicle, paper: (Z175) (0.67)
picture, photo, funny: (Z1109) (0.93)
listen, mate, sing-song, range, bloody, ridiculous, gentleman: (Z14) (1.00)
main, unique: (Z111) (1.00)
mind, deal, negative: (Z120) (0.75)
technique, control, note: (Z17) (0.80)

Level 2
latino, feature-feature, podcast, viral, coach, feature, freak: (Z22) (1.00)
adventure, cebu, explore, hotel, card, ferry, travel: (Z211) (0.95)
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.95)
vocal, opm, lyric, artist, performance, karaoke, tiktok: (Z21) (1.00)
popular, famous, original, correct, commercial, festival, standard: (Z246) (0.99)
song, singer, singing, sing, voice, song-song: (Z222) (1.00)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.93)

Level 1
singer, song, singing, sing, voice, song-song, fish: (Z37) (1.00)
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.99)
vocal, feature-feature, latino, podcast, opm, lyric, artist: (Z31) (1.00)",7RJu-I7FndQ,Waleska Herrera,https://www.youtube.com/channel/UCPAz3hWHiBC-c1x4K0-atsg
Foreigner Proposes to Filipina in Cebu Philippines,https://www.youtube.com/watch?v=7Sp71mIqyfM,"Level 3
learn, english: (Z1155) (1.00)
doctor, nurse, health, safety: (Z1150) (0.69)
filipina, relationship: (Z1158) (1.00)
hospital, medical, patient: (Z1151) (0.86)

Level 2
doctor, hospital, medical, nurse, health, patient, safety: (Z238) (0.94)",7Sp71mIqyfM,"CebuWomen,com",https://www.youtube.com/channel/UCAxCIp9ngVqLFSDtX5o4LXw
"Foreigners reaction to INSANE FILIPINO MALL | Manila, Philippines - Vlog #77",https://www.youtube.com/watch?v=7Ud67OkzpQs,"Level 3
ocean, sea, diving: (Z180) (0.96)
plant, garden, flower: (Z1183) (0.61)
camera, film: (Z1108) (1.00)
brother, jay, pipe: (Z1166) (0.69)
travel, offer, meeting, world, hall, queue, tired: (Z160) (0.94)
movie, scene, actor, attention, actress, match, disney: (Z1172) (0.71)
plan, planning: (Z1200) (1.00)
passport, office, document, shopping-mall: (Z1140) (0.92)
girlfriend, boyfriend: (Z1157) (1.00)
cream, creamy, caramel: (Z152) (0.84)
manila-manila, metro-manila, makati: (Z1124) (0.65)
spaghetti, hot-dog: (Z155) (1.00)
shopping, mall: (Z199) (1.00)
karaoke, machine: (Z15) (1.00)
size, bigger: (Z115) (1.00)
dollar, price, buck, buddy: (Z1101) (0.96)
game, play: (Z1163) (1.00)
chicken-chicken, hungry, table, finish: (Z159) (0.86)
sell, owner, plastic, cafe, motorcycle, neighbor, bakery: (Z117) (0.88)
eye, pop, poor, fair, decent, nose, perspective: (Z1170) (0.52)
competition, kick, winner: (Z1161) (0.83)
learn, english: (Z1155) (1.00)
basketball, player, sport, gold, gun: (Z1164) (0.53)
warm, cold: (Z139) (1.00)
pay, rent, budget, load, close: (Z1104) (0.97)
egg, breakfast: (Z1135) (1.00)
shop, store, market, fresh: (Z198) (0.85)
coffee, coffee-coffee: (Z1100) (1.00)
bread, bean, tea, dip, jelly: (Z169) (0.72)
ice, grab, bowl, excited, halo-halo, flan: (Z140) (0.96)
conversation, comfortable, english-english, accent, phrase: (Z1193) (0.59)
delicious, dish, smell, fry: (Z1127) (0.89)
massive, proper, straight, lovely, tiny, previous, vegan: (Z125) (0.83)
foot, mark, baby, deep, daniel: (Z176) (0.55)
heavy, weight, typical, pound: (Z1184) (0.99)
power, attack, arm, solar: (Z1175) (0.71)
asian, southeast, european: (Z1194) (0.52)
service, security, apartment, bag, figure, condo, fit: (Z114) (0.98)
hospital, medical, patient: (Z1151) (0.86)
quick, journey, honest, leave, meet, space, level: (Z121) (0.97)
peso-peso, peso: (Z1102) (1.00)
shoot, shot, ball: (Z1165) (0.51)
crispy, tasty, sugar, piece, soft, spice, sweet-sweet: (Z1126) (0.98)

Level 2
beauty, incredible, star, movie, actual, power, jesus: (Z245) (0.79)
delicious, dish, crispy, smell, fry, tasty, sugar: (Z228) (0.99)
ice, spoon, cold, red, butter, mukbang, sausage: (Z28) (0.62)
swim, ocean, swimming, sea, hop, diving, shark: (Z217) (0.59)
meal, restaurant, menu, spaghetti, jollibee, burger, gravy: (Z210) (0.68)
shop, coffee, store, mall, market, fresh, shopping: (Z223) (1.00)
egg, noodle, breakfast, duck, pancit, balut: (Z231) (0.95)
huge, quick, journey, honest, leave, meet, space: (Z24) (0.97)
game, play, basketball, player, sport, shoot, shot: (Z243) (0.87)
peso, dollar, cheap, expensive, price, peso-peso, pay: (Z224) (1.00)
hand, camera, picture, dangerous, shoe, safe, clothes: (Z225) (0.78)

Level 1
popular, beauty, incredible, star, movie, actual, power: (Z316) (0.58)
peso, shop, coffee, dollar, store, cheap, expensive: (Z38) (1.00)
game, play, basketball, dance, competition, player, kick: (Z315) (0.93)",7Ud67OkzpQs,JJ's Journey,https://www.youtube.com/channel/UCtNK-R1uX4hKBYU-GM54gHQ
